,Dataset,Cell_type
5229,CID003357-1,CD4 Tfh
5230,CID003357-1,CD4 Th17
5231,CID003357-1,CD4 Tph
5232,CID003357-1,CD4 Treg
5233,CID003357-1,CD8 Effector
5234,CID003357-1,CD8 IEL
5235,CID003357-1,CD8 SELL Naive
5236,CID003357-1,ILC3
5237,CID003357-1,MAIT
5238,CID003357-1,NK
5239,CID003357-1,Proliferating T cells
5240,CID003357-1,gd T cell 1
5241,CID003357-1,gd T cell 2
5242,CID003357-1,GC-like B cell
5243,CID003357-1,Memory B cell
5244,CID003357-1,Naive B cell
5245,CID003357-1,Plasma Cell
5246,CID003357-1,Plasmablast
5247,CID003357-1,Arterial Pericyte
5248,CID003357-1,Blood Endothelial Cell
5249,CID003357-1,Fibroblast
5250,CID003357-1,Glial Cell
5251,CID003357-1,Inflammatory Fibroblast
5252,CID003357-1,Myofibroblast
5253,CID003357-1,Pericyte
5254,CID003357-1,Post-capillary venules
5255,CID003357-1,Proliferating Stromal Cell
5256,CID003357-1,Smooth Muscle Cell
5257,CID003357-1,Enterocyte
5258,CID003357-1,Enteroendocrine Cell
5259,CID003357-1,Epithelial M Cell
5260,CID003357-1,Epithelial Progenitor Cell
5261,CID003357-1,Epithelial Stem Cell
5262,CID003357-1,Goblet Cell
5263,CID003357-1,Tuft Cell
5264,CID003358-1,CD209+ moDC
5265,CID003358-1,CD83+ CLEC9A+ DC
5266,CID003358-1,CD83- CLEC9A+ DC
5267,CID003358-1,CLEC10A+ DC
5268,CID003358-1,IL7R+ Activated DC
5269,CID003358-1,Mast Cell
5270,CID003358-1,Memory B cell
5271,CID003358-1,Monocyte Inflammatory
5272,CID003358-1,Proliferating myeloid
5273,CID003358-1,Resident Macrophage
5274,CID003358-1,CD4 SELL naive
5275,CID003358-1,CD4 TRM
5276,CID003358-1,CD4 Tfh
5277,CID003358-1,CD4 Th17
5278,CID003358-1,CD4 Tph
5279,CID003358-1,CD4 Treg
5280,CID003358-1,CD8 Effector
5281,CID003358-1,CD8 IEL
5282,CID003358-1,CD8 SELL Naive
5283,CID003358-1,ILC3
5284,CID003358-1,MAIT
5285,CID003358-1,NK
5286,CID003358-1,Proliferating T cells
5287,CID003358-1,gd T cell 1
5288,CID003358-1,gd T cell 2
5289,CID003358-1,GC-like B cell
5290,CID003358-1,Memory B cell
5291,CID003358-1,Naive B cell
5292,CID003358-1,Plasma Cell
5293,CID003358-1,Plasmablast
5294,CID003358-1,Arterial Pericyte
5295,CID003358-1,Blood Endothelial Cell
5296,CID003358-1,Fibroblast
5297,CID003358-1,Glial Cell
5298,CID003358-1,Inflammatory Fibroblast
5299,CID003358-1,Myofibroblast
5300,CID003358-1,Pericyte
5301,CID003358-1,Post-capillary venules
5302,CID003358-1,Proliferating Stromal Cell
5303,CID003358-1,Smooth Muscle Cell
5304,CID003358-1,Enterocyte
5305,CID003358-1,Enteroendocrine Cell
5306,CID003358-1,Epithelial M Cell
5307,CID003358-1,Epithelial Progenitor Cell
5308,CID003358-1,Epithelial Stem Cell
5309,CID003358-1,Goblet Cell
5310,CID003358-1,Tuft Cell
5311,CID003359-1,CD209+ moDC
5312,CID003359-1,CD83+ CLEC9A+ DC
5313,CID003359-1,CD83- CLEC9A+ DC
5314,CID003359-1,CLEC10A+ DC
5315,CID003359-1,IL7R+ Activated DC
5316,CID003359-1,Mast Cell
5317,CID003359-1,Memory B cell
5318,CID003359-1,Monocyte Inflammatory
5319,CID003359-1,Proliferating myeloid
5320,CID003359-1,Resident Macrophage
5321,CID003359-1,CD4 SELL naive
5322,CID003359-1,CD4 TRM
5323,CID003359-1,CD4 Tfh
5324,CID003359-1,CD4 Th17
5325,CID003359-1,CD4 Tph
5326,CID003359-1,CD4 Treg
5327,CID003359-1,CD8 Effector
5328,CID003359-1,CD8 IEL
5329,CID003359-1,CD8 SELL Naive
5330,CID003359-1,ILC3
5331,CID003359-1,MAIT
5332,CID003359-1,NK
5333,CID003359-1,Proliferating T cells
5334,CID003359-1,gd T cell 1
5335,CID003359-1,gd T cell 2
5336,CID003359-1,GC-like B cell
5337,CID003359-1,Memory B cell
5338,CID003359-1,Naive B cell
5339,CID003359-1,Plasma Cell
5340,CID003359-1,Plasmablast
5341,CID003359-1,Arterial Pericyte
5342,CID003359-1,Blood Endothelial Cell
5343,CID003359-1,Fibroblast
5344,CID003359-1,Glial Cell
5345,CID003359-1,Inflammatory Fibroblast
5346,CID003359-1,Myofibroblast
5347,CID003359-1,Pericyte
5348,CID003359-1,Post-capillary venules
5349,CID003359-1,Proliferating Stromal Cell
5350,CID003359-1,Smooth Muscle Cell
5351,CID003359-1,Enterocyte
5352,CID003359-1,Enteroendocrine Cell
5353,CID003359-1,Epithelial M Cell
5354,CID003359-1,Epithelial Progenitor Cell
5355,CID003359-1,Epithelial Stem Cell
5356,CID003359-1,Goblet Cell
5357,CID003359-1,Tuft Cell
5358,CID003360-1,CD209+ moDC
5359,CID003360-1,CD83+ CLEC9A+ DC
5360,CID003360-1,CD83- CLEC9A+ DC
5361,CID003360-1,CLEC10A+ DC
5362,CID003360-1,IL7R+ Activated DC
5363,CID003360-1,Mast Cell
5364,CID003360-1,Memory B cell
5365,CID003360-1,Monocyte Inflammatory
5366,CID003360-1,Proliferating myeloid
5367,CID003360-1,Resident Macrophage
5368,CID003360-1,CD4 SELL naive
5369,CID003360-1,CD4 TRM
5370,CID003360-1,CD4 Tfh
5371,CID003360-1,CD4 Th17
5372,CID003360-1,CD4 Tph
5373,CID003360-1,CD4 Treg
5374,CID003360-1,CD8 Effector
5375,CID003360-1,CD8 IEL
5376,CID003360-1,CD8 SELL Naive
5377,CID003360-1,ILC3
5378,CID003360-1,MAIT
5379,CID003360-1,NK
5380,CID003360-1,Proliferating T cells
5381,CID003360-1,gd T cell 1
5382,CID003360-1,gd T cell 2
5383,CID003360-1,GC-like B cell
5384,CID003360-1,Memory B cell
5385,CID003360-1,Naive B cell
5386,CID003360-1,Plasma Cell
5387,CID003360-1,Plasmablast
5388,CID003360-1,Arterial Pericyte
5389,CID003360-1,Blood Endothelial Cell
5390,CID003360-1,Fibroblast
5391,CID003360-1,Glial Cell
5392,CID003360-1,Inflammatory Fibroblast
5393,CID003360-1,Myofibroblast
5394,CID003360-1,Pericyte
5395,CID003360-1,Post-capillary venules
5396,CID003360-1,Proliferating Stromal Cell
5397,CID003360-1,Smooth Muscle Cell
5398,CID003360-1,Enterocyte
5399,CID003360-1,Enteroendocrine Cell
5400,CID003360-1,Epithelial M Cell
5401,CID003360-1,Epithelial Progenitor Cell
5402,CID003360-1,Epithelial Stem Cell
5403,CID003360-1,Goblet Cell
5404,CID003360-1,Tuft Cell
5405,CID003361-1,CD209+ moDC
5406,CID003361-1,CD83+ CLEC9A+ DC
5407,CID003361-1,CD83- CLEC9A+ DC
5408,CID003361-1,CLEC10A+ DC
5409,CID003361-1,IL7R+ Activated DC
5410,CID003361-1,Mast Cell
5411,CID003361-1,Memory B cell
5412,CID003361-1,Monocyte Inflammatory
5413,CID003361-1,Proliferating myeloid
5414,CID003361-1,Resident Macrophage
5415,CID003361-1,CD4 SELL naive
5416,CID003361-1,CD4 TRM
5417,CID003361-1,CD4 Tfh
5418,CID003361-1,CD4 Th17
5419,CID003361-1,CD4 Tph
5420,CID003361-1,CD4 Treg
5421,CID003361-1,CD8 Effector
5422,CID003361-1,CD8 IEL
5423,CID003361-1,CD8 SELL Naive
5424,CID003361-1,ILC3
5425,CID003361-1,MAIT
5426,CID003361-1,NK
5427,CID003361-1,Proliferating T cells
5428,CID003361-1,gd T cell 1
5429,CID003361-1,gd T cell 2
5430,CID003361-1,GC-like B cell
5431,CID003361-1,Memory B cell
5432,CID003361-1,Naive B cell
5433,CID003361-1,Plasma Cell
5434,CID003361-1,Plasmablast
5435,CID003361-1,Arterial Pericyte
5436,CID003361-1,Blood Endothelial Cell
5437,CID003361-1,Fibroblast
5438,CID003361-1,Glial Cell
5439,CID003361-1,Inflammatory Fibroblast
5440,CID003361-1,Myofibroblast
5441,CID003361-1,Pericyte
5442,CID003361-1,Post-capillary venules
5443,CID003361-1,Proliferating Stromal Cell
5444,CID003361-1,Smooth Muscle Cell
5445,CID003361-1,Enterocyte
5446,CID003361-1,Enteroendocrine Cell
5447,CID003361-1,Epithelial M Cell
5448,CID003361-1,Epithelial Progenitor Cell
5449,CID003361-1,Epithelial Stem Cell
5450,CID003361-1,Goblet Cell
5451,CID003361-1,Tuft Cell
5452,CID003362-1,CD209+ moDC
5453,CID003362-1,CD83+ CLEC9A+ DC
5454,CID003362-1,CD83- CLEC9A+ DC
5455,CID003362-1,CLEC10A+ DC
5456,CID003362-1,IL7R+ Activated DC
5457,CID003362-1,Mast Cell
5458,CID003362-1,Memory B cell
5459,CID003362-1,Monocyte Inflammatory
5460,CID003362-1,Proliferating myeloid
5461,CID003362-1,Resident Macrophage
5462,CID003362-1,CD4 SELL naive
5463,CID003362-1,CD4 TRM
5464,CID003362-1,CD4 Tfh
5465,CID003362-1,CD4 Th17
5466,CID003362-1,CD4 Tph
5467,CID003362-1,CD4 Treg
5468,CID003362-1,CD8 Effector
5469,CID003362-1,CD8 IEL
5470,CID003362-1,CD8 SELL Naive
5471,CID003362-1,ILC3
5472,CID003362-1,MAIT
5473,CID003362-1,NK
5474,CID003362-1,Proliferating T cells
5475,CID003362-1,gd T cell 1
5476,CID003362-1,gd T cell 2
5477,CID003362-1,GC-like B cell
5478,CID003362-1,Memory B cell
5479,CID003362-1,Naive B cell
5480,CID003362-1,Plasma Cell
5481,CID003362-1,Plasmablast
5482,CID003362-1,Arterial Pericyte
5483,CID003362-1,Blood Endothelial Cell
5484,CID003362-1,Fibroblast
5485,CID003362-1,Glial Cell
5486,CID003362-1,Inflammatory Fibroblast
5487,CID003362-1,Myofibroblast
5488,CID003362-1,Pericyte
5489,CID003362-1,Post-capillary venules
5490,CID003362-1,Proliferating Stromal Cell
5491,CID003362-1,Smooth Muscle Cell
5492,CID003362-1,Enterocyte
5493,CID003362-1,Enteroendocrine Cell
5494,CID003362-1,Epithelial M Cell
5495,CID003362-1,Epithelial Progenitor Cell
5496,CID003362-1,Epithelial Stem Cell
5497,CID003362-1,Goblet Cell
5498,CID003362-1,Tuft Cell
5499,CID003363-1,CD209+ moDC
5500,CID003363-1,CD83+ CLEC9A+ DC
5501,CID003363-1,CD83- CLEC9A+ DC
5502,CID003363-1,CLEC10A+ DC
5503,CID003363-1,IL7R+ Activated DC
5504,CID003363-1,Mast Cell
5505,CID003363-1,Memory B cell
5506,CID003363-1,Monocyte Inflammatory
5507,CID003363-1,Proliferating myeloid
5508,CID003363-1,Resident Macrophage
5509,CID003363-1,CD4 SELL naive
5510,CID003363-1,CD4 TRM
5511,CID003363-1,CD4 Tfh
5512,CID003363-1,CD4 Th17
5513,CID003363-1,CD4 Tph
5514,CID003363-1,CD4 Treg
5515,CID003363-1,CD8 Effector
5516,CID003363-1,CD8 IEL
5517,CID003363-1,CD8 SELL Naive
5518,CID003363-1,ILC3
5519,CID003363-1,MAIT
5520,CID003363-1,NK
5521,CID003363-1,Proliferating T cells
5522,CID003363-1,gd T cell 1
5523,CID003363-1,gd T cell 2
5524,CID003363-1,GC-like B cell
5525,CID003363-1,Memory B cell
5526,CID003363-1,Naive B cell
5527,CID003363-1,Plasma Cell
5528,CID003363-1,Plasmablast
5529,CID003363-1,Arterial Pericyte
5530,CID003363-1,Blood Endothelial Cell
5531,CID003363-1,Fibroblast
5532,CID003363-1,Glial Cell
5533,CID003363-1,Inflammatory Fibroblast
5534,CID003363-1,Myofibroblast
5535,CID003363-1,Pericyte
5536,CID003363-1,Post-capillary venules
5537,CID003363-1,Proliferating Stromal Cell
5538,CID003363-1,Smooth Muscle Cell
5539,CID003363-1,Enterocyte
5540,CID003363-1,Enteroendocrine Cell
5541,CID003363-1,Epithelial M Cell
5542,CID003363-1,Epithelial Progenitor Cell
5543,CID003363-1,Epithelial Stem Cell
5544,CID003363-1,Goblet Cell
5545,CID003363-1,Tuft Cell
5546,CID003364-1,CD209+ moDC
5547,CID003364-1,CD83+ CLEC9A+ DC
5548,CID003364-1,CD83- CLEC9A+ DC
5549,CID003364-1,CLEC10A+ DC
5550,CID003364-1,IL7R+ Activated DC
5551,CID003364-1,Mast Cell
5552,CID003364-1,Memory B cell
5553,CID003364-1,Monocyte Inflammatory
5554,CID003364-1,Proliferating myeloid
5555,CID003364-1,Resident Macrophage
5556,CID003364-1,CD4 SELL naive
5557,CID003364-1,CD4 TRM
5558,CID003364-1,CD4 Tfh
5559,CID003364-1,CD4 Th17
5560,CID003364-1,CD4 Tph
5561,CID003364-1,CD4 Treg
5562,CID003364-1,CD8 Effector
5563,CID003364-1,CD8 IEL
5564,CID003364-1,CD8 SELL Naive
5565,CID003364-1,ILC3
5566,CID003364-1,MAIT
5567,CID003364-1,NK
5568,CID003364-1,Proliferating T cells
5569,CID003364-1,gd T cell 1
5570,CID003364-1,gd T cell 2
5571,CID003364-1,GC-like B cell
5572,CID003364-1,Memory B cell
5573,CID003364-1,Naive B cell
5574,CID003364-1,Plasma Cell
5575,CID003364-1,Plasmablast
5576,CID003364-1,Arterial Pericyte
5577,CID003364-1,Blood Endothelial Cell
5578,CID003364-1,Fibroblast
5579,CID003364-1,Glial Cell
5580,CID003364-1,Inflammatory Fibroblast
5581,CID003364-1,Myofibroblast
5582,CID003364-1,Pericyte
5583,CID003364-1,Post-capillary venules
5584,CID003364-1,Proliferating Stromal Cell
5585,CID003364-1,Smooth Muscle Cell
5586,CID003364-1,Enterocyte
5587,CID003364-1,Enteroendocrine Cell
5588,CID003364-1,Epithelial M Cell
5589,CID003364-1,Epithelial Progenitor Cell
5590,CID003364-1,Epithelial Stem Cell
5591,CID003364-1,Goblet Cell
5592,CID003364-1,Tuft Cell
5593,CID003365-1,CD209+ moDC
5594,CID003365-1,CD83+ CLEC9A+ DC
5595,CID003365-1,CD83- CLEC9A+ DC
5596,CID003365-1,CLEC10A+ DC
5597,CID003365-1,IL7R+ Activated DC
5598,CID003365-1,Mast Cell
5599,CID003365-1,Memory B cell
5600,CID003365-1,Monocyte Inflammatory
5601,CID003365-1,Proliferating myeloid
5602,CID003365-1,Resident Macrophage
5603,CID003365-1,CD4 SELL naive
5604,CID003365-1,CD4 TRM
5605,CID003365-1,CD4 Tfh
5606,CID003365-1,CD4 Th17
5607,CID003365-1,CD4 Tph
5608,CID003365-1,CD4 Treg
5609,CID003365-1,CD8 Effector
5610,CID003365-1,CD8 IEL
5611,CID003365-1,CD8 SELL Naive
5612,CID003365-1,ILC3
5613,CID003365-1,MAIT
5614,CID003365-1,NK
5615,CID003365-1,Proliferating T cells
5616,CID003365-1,gd T cell 1
5617,CID003365-1,gd T cell 2
5618,CID003365-1,GC-like B cell
5619,CID003365-1,Memory B cell
5620,CID003365-1,Naive B cell
5621,CID003365-1,Plasma Cell
5622,CID003365-1,Plasmablast
5623,CID003365-1,Arterial Pericyte
5624,CID003365-1,Blood Endothelial Cell
5625,CID003365-1,Fibroblast
5626,CID003365-1,Glial Cell
5627,CID003365-1,Inflammatory Fibroblast
5628,CID003365-1,Myofibroblast
5629,CID003365-1,Pericyte
5630,CID003365-1,Post-capillary venules
5631,CID003365-1,Proliferating Stromal Cell
5632,CID003365-1,Smooth Muscle Cell
5633,CID003365-1,Enterocyte
5634,CID003365-1,Enteroendocrine Cell
5635,CID003365-1,Epithelial M Cell
5636,CID003365-1,Epithelial Progenitor Cell
5637,CID003365-1,Epithelial Stem Cell
5638,CID003365-1,Goblet Cell
5639,CID003365-1,Tuft Cell
5640,CID003366-1,CD209+ moDC
5641,CID003366-1,CD83+ CLEC9A+ DC
5642,CID003366-1,CD83- CLEC9A+ DC
5643,CID003366-1,CLEC10A+ DC
5644,CID003366-1,IL7R+ Activated DC
5645,CID003366-1,Mast Cell
5646,CID003366-1,Memory B cell
5647,CID003366-1,Monocyte Inflammatory
5648,CID003366-1,Proliferating myeloid
5649,CID003366-1,Resident Macrophage
5650,CID003366-1,CD4 SELL naive
5651,CID003366-1,CD4 TRM
5652,CID003366-1,CD4 Tfh
5653,CID003366-1,CD4 Th17
5654,CID003366-1,CD4 Tph
5655,CID003366-1,CD4 Treg
5656,CID003366-1,CD8 Effector
5657,CID003366-1,CD8 IEL
5658,CID003366-1,CD8 SELL Naive
5659,CID003366-1,ILC3
5660,CID003366-1,MAIT
5661,CID003366-1,NK
5662,CID003366-1,Proliferating T cells
5663,CID003366-1,gd T cell 1
5664,CID003366-1,gd T cell 2
5665,CID003366-1,GC-like B cell
5666,CID003366-1,Memory B cell
5667,CID003366-1,Naive B cell
5668,CID003366-1,Plasma Cell
5669,CID003366-1,Plasmablast
5670,CID003366-1,Arterial Pericyte
5671,CID003366-1,Blood Endothelial Cell
5672,CID003366-1,Fibroblast
5673,CID003366-1,Glial Cell
5674,CID003366-1,Inflammatory Fibroblast
5675,CID003366-1,Myofibroblast
5676,CID003366-1,Pericyte
5677,CID003366-1,Post-capillary venules
5678,CID003366-1,Proliferating Stromal Cell
5679,CID003366-1,Smooth Muscle Cell
5680,CID003366-1,Enterocyte
5681,CID003366-1,Enteroendocrine Cell
5682,CID003366-1,Epithelial M Cell
5683,CID003366-1,Epithelial Progenitor Cell
5684,CID003366-1,Epithelial Stem Cell
5685,CID003366-1,Goblet Cell
5686,CID003366-1,Tuft Cell
5687,CID003367-2,CD209+ moDC
5688,CID003367-2,CD83+ CLEC9A+ DC
5689,CID003367-2,CD83- CLEC9A+ DC
5690,CID003367-2,CLEC10A+ DC
5691,CID003367-2,IL7R+ Activated DC
5692,CID003367-2,Mast Cell
5693,CID003367-2,Memory B cell
5694,CID003367-2,Monocyte Inflammatory
5695,CID003367-2,Proliferating myeloid
5696,CID003367-2,Resident Macrophage
5697,CID003367-2,CD4 SELL naive
5698,CID003367-2,CD4 TRM
5699,CID003367-2,CD4 Tfh
5700,CID003367-2,CD4 Th17
5701,CID003367-2,CD4 Tph
5702,CID003367-2,CD4 Treg
5703,CID003367-2,CD8 Effector
5704,CID003367-2,CD8 IEL
5705,CID003367-2,CD8 SELL Naive
5706,CID003367-2,ILC3
5707,CID003367-2,MAIT
5708,CID003367-2,NK
5709,CID003367-2,Proliferating T cells
5710,CID003367-2,gd T cell 1
5711,CID003367-2,gd T cell 2
5712,CID003367-2,GC-like B cell
5713,CID003367-2,Memory B cell
5714,CID003367-2,Naive B cell
5715,CID003367-2,Plasma Cell
5716,CID003367-2,Plasmablast
5717,CID003367-2,Arterial Pericyte
5718,CID003367-2,Blood Endothelial Cell
5719,CID003367-2,Fibroblast
5720,CID003367-2,Glial Cell
5721,CID003367-2,Inflammatory Fibroblast
5722,CID003367-2,Myofibroblast
5723,CID003367-2,Pericyte
5724,CID003367-2,Post-capillary venules
5725,CID003367-2,Proliferating Stromal Cell
5726,CID003367-2,Smooth Muscle Cell
5727,CID003367-2,Enterocyte
5728,CID003367-2,Enteroendocrine Cell
5729,CID003367-2,Epithelial M Cell
5730,CID003367-2,Epithelial Progenitor Cell
5731,CID003367-2,Epithelial Stem Cell
5732,CID003367-2,Goblet Cell
5733,CID003367-2,Tuft Cell
5734,CID003368-1,CD209+ moDC
5735,CID003368-1,CD83+ CLEC9A+ DC
5736,CID003368-1,CD83- CLEC9A+ DC
5737,CID003368-1,CLEC10A+ DC
5738,CID003368-1,IL7R+ Activated DC
5739,CID003368-1,Mast Cell
5740,CID003368-1,Memory B cell
5741,CID003368-1,Monocyte Inflammatory
5742,CID003368-1,Proliferating myeloid
5743,CID003368-1,Resident Macrophage
5744,CID003368-1,CD4 SELL naive
5745,CID003368-1,CD4 TRM
5746,CID003368-1,CD4 Tfh
5747,CID003368-1,CD4 Th17
5748,CID003368-1,CD4 Tph
5749,CID003368-1,CD4 Treg
5750,CID003368-1,CD8 Effector
5751,CID003368-1,CD8 IEL
5752,CID003368-1,CD8 SELL Naive
5753,CID003368-1,ILC3
5754,CID003368-1,MAIT
5755,CID003368-1,NK
5756,CID003368-1,Proliferating T cells
5757,CID003368-1,gd T cell 1
5758,CID003368-1,gd T cell 2
5759,CID003368-1,GC-like B cell
5760,CID003368-1,Memory B cell
5761,CID003368-1,Naive B cell
5762,CID003368-1,Plasma Cell
5763,CID003368-1,Plasmablast
5764,CID003368-1,Arterial Pericyte
5765,CID003368-1,Blood Endothelial Cell
5766,CID003368-1,Fibroblast
5767,CID003368-1,Glial Cell
5768,CID003368-1,Inflammatory Fibroblast
5769,CID003368-1,Myofibroblast
5770,CID003368-1,Pericyte
5771,CID003368-1,Post-capillary venules
5772,CID003368-1,Proliferating Stromal Cell
5773,CID003368-1,Smooth Muscle Cell
5774,CID003368-1,Enterocyte
5775,CID003368-1,Enteroendocrine Cell
5776,CID003368-1,Epithelial M Cell
5777,CID003368-1,Epithelial Progenitor Cell
5778,CID003368-1,Epithelial Stem Cell
5779,CID003368-1,Goblet Cell
5780,CID003368-1,Tuft Cell
5781,CID003369-1,CD209+ moDC
5782,CID003369-1,CD83+ CLEC9A+ DC
5783,CID003369-1,CD83- CLEC9A+ DC
5784,CID003369-1,CLEC10A+ DC
5785,CID003369-1,IL7R+ Activated DC
5786,CID003369-1,Mast Cell
5787,CID003369-1,Memory B cell
5788,CID003369-1,Monocyte Inflammatory
5789,CID003369-1,Proliferating myeloid
5790,CID003369-1,Resident Macrophage
5791,CID003369-1,CD4 SELL naive
5792,CID003369-1,CD4 TRM
5793,CID003369-1,CD4 Tfh
5794,CID003369-1,CD4 Th17
5795,CID003369-1,CD4 Tph
5796,CID003369-1,CD4 Treg
5797,CID003369-1,CD8 Effector
5798,CID003369-1,CD8 IEL
5799,CID003369-1,CD8 SELL Naive
5800,CID003369-1,ILC3
5801,CID003369-1,MAIT
5802,CID003369-1,NK
5803,CID003369-1,Proliferating T cells
5804,CID003369-1,gd T cell 1
5805,CID003369-1,gd T cell 2
5806,CID003369-1,GC-like B cell
5807,CID003369-1,Memory B cell
5808,CID003369-1,Naive B cell
5809,CID003369-1,Plasma Cell
5810,CID003369-1,Plasmablast
5811,CID003369-1,Arterial Pericyte
5812,CID003369-1,Blood Endothelial Cell
5813,CID003369-1,Fibroblast
5814,CID003369-1,Glial Cell
5815,CID003369-1,Inflammatory Fibroblast
5816,CID003369-1,Myofibroblast
5817,CID003369-1,Pericyte
5818,CID003369-1,Post-capillary venules
5819,CID003369-1,Proliferating Stromal Cell
5820,CID003369-1,Smooth Muscle Cell
5821,CID003369-1,Enterocyte
5822,CID003369-1,Enteroendocrine Cell
5823,CID003369-1,Epithelial M Cell
5824,CID003369-1,Epithelial Progenitor Cell
5825,CID003369-1,Epithelial Stem Cell
5826,CID003369-1,Goblet Cell
5827,CID003369-1,Tuft Cell
5828,CID003370-1,CD209+ moDC
5829,CID003370-1,CD83+ CLEC9A+ DC
5830,CID003370-1,CD83- CLEC9A+ DC
5831,CID003370-1,CLEC10A+ DC
5832,CID003370-1,IL7R+ Activated DC
5833,CID003370-1,Mast Cell
5834,CID003370-1,Memory B cell
5835,CID003370-1,Monocyte Inflammatory
5836,CID003370-1,Proliferating myeloid
5837,CID003370-1,Resident Macrophage
5838,CID003370-1,CD4 SELL naive
5839,CID003370-1,CD4 TRM
5840,CID003370-1,CD4 Tfh
5841,CID003370-1,CD4 Th17
5842,CID003370-1,CD4 Tph
5843,CID003370-1,CD4 Treg
5844,CID003370-1,CD8 Effector
5845,CID003370-1,CD8 IEL
5846,CID003370-1,CD8 SELL Naive
5847,CID003370-1,ILC3
5848,CID003370-1,MAIT
5849,CID003370-1,NK
5850,CID003370-1,Proliferating T cells
5851,CID003370-1,gd T cell 1
5852,CID003370-1,gd T cell 2
5853,CID003370-1,GC-like B cell
5854,CID003370-1,Memory B cell
5855,CID003370-1,Naive B cell
5856,CID003370-1,Plasma Cell
5857,CID003370-1,Plasmablast
5858,CID003370-1,Arterial Pericyte
5859,CID003370-1,Blood Endothelial Cell
5860,CID003370-1,Fibroblast
5861,CID003370-1,Glial Cell
5862,CID003370-1,Inflammatory Fibroblast
5863,CID003370-1,Myofibroblast
5864,CID003370-1,Pericyte
5865,CID003370-1,Post-capillary venules
5866,CID003370-1,Proliferating Stromal Cell
5867,CID003370-1,Smooth Muscle Cell
5868,CID003370-1,Enterocyte
5869,CID003370-1,Enteroendocrine Cell
5870,CID003370-1,Epithelial M Cell
5871,CID003370-1,Epithelial Progenitor Cell
5872,CID003370-1,Epithelial Stem Cell
5873,CID003370-1,Goblet Cell
5874,CID003370-1,Tuft Cell
5875,CID003371-2,CD209+ moDC
5876,CID003371-2,CD83+ CLEC9A+ DC
5877,CID003371-2,CD83- CLEC9A+ DC
5878,CID003371-2,CLEC10A+ DC
5879,CID003371-2,IL7R+ Activated DC
5880,CID003371-2,Mast Cell
5881,CID003371-2,Memory B cell
5882,CID003371-2,Monocyte Inflammatory
5883,CID003371-2,Proliferating myeloid
5884,CID003371-2,Resident Macrophage
5885,CID003371-2,CD4 SELL naive
5886,CID003371-2,CD4 TRM
5887,CID003371-2,CD4 Tfh
5888,CID003371-2,CD4 Th17
5889,CID003371-2,CD4 Tph
5890,CID003371-2,CD4 Treg
5891,CID003371-2,CD8 Effector
5892,CID003371-2,CD8 IEL
5893,CID003371-2,CD8 SELL Naive
5894,CID003371-2,ILC3
5895,CID003371-2,MAIT
5896,CID003371-2,NK
5897,CID003371-2,Proliferating T cells
5898,CID003371-2,gd T cell 1
5899,CID003371-2,gd T cell 2
5900,CID003371-2,GC-like B cell
5901,CID003371-2,Memory B cell
5902,CID003371-2,Naive B cell
5903,CID003371-2,Plasma Cell
5904,CID003371-2,Plasmablast
5905,CID003371-2,Arterial Pericyte
5906,CID003371-2,Blood Endothelial Cell
5907,CID003371-2,Fibroblast
5908,CID003371-2,Glial Cell
5909,CID003371-2,Inflammatory Fibroblast
5910,CID003371-2,Myofibroblast
5911,CID003371-2,Pericyte
5912,CID003371-2,Post-capillary venules
5913,CID003371-2,Proliferating Stromal Cell
5914,CID003371-2,Smooth Muscle Cell
5915,CID003371-2,Enterocyte
5916,CID003371-2,Enteroendocrine Cell
5917,CID003371-2,Epithelial M Cell
5918,CID003371-2,Epithelial Progenitor Cell
5919,CID003371-2,Epithelial Stem Cell
5920,CID003371-2,Goblet Cell
5921,CID003371-2,Tuft Cell
5922,CID003372-1,CD209+ moDC
5923,CID003372-1,CD83+ CLEC9A+ DC
5924,CID003372-1,CD83- CLEC9A+ DC
5925,CID003372-1,CLEC10A+ DC
5926,CID003372-1,IL7R+ Activated DC
